index,name,label,label_name,feature_path
0,normal_001,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_001.pt
1,normal_002,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_002.pt
3,normal_004,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_004.pt
4,normal_005,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_005.pt
5,normal_006,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_006.pt
6,normal_007,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_007.pt
8,normal_009,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_009.pt
9,normal_010,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_010.pt
10,normal_011,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_011.pt
11,normal_012,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_012.pt
12,normal_013,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_013.pt
13,normal_014,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_014.pt
14,normal_015,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_015.pt
15,normal_016,0,normal,/dataset/data/CLAM_0402/patch_features/ps512/conch_v1_5/eval_dataset_tmp/cm16/train/normal_016.pt
